N,price,pages,size1,size2,size3,weight,year,volume,volume_price,weight_price,page_price,CoverType
226,376.0,352.0,2.2,13.3,20.7,349,2021.0,605.6820000000001,0.6207878061424971,1.0773638968481376,1.0681818181818181,1
227,217.0,480.0,3.0,13.0,20.5,449,2021.0,799.5,0.2714196372732958,0.48329621380846327,0.45208333333333334,1
228,194.0,416.0,1.2,11.5,18.0,239,2018.0,248.39999999999998,0.7809983896940419,0.8117154811715481,0.46634615384615385,0
229,317.0,576.0,2.1,11.5,18.0,10,2024.0,434.70000000000005,0.7292385553255117,31.7,0.5503472222222222,0
230,374.0,480.0,2.1,12.5,20.0,10,2024.0,525.0,0.7123809523809523,37.4,0.7791666666666667,1
231,715.0,512.0,2.3,13.0,20.7,370,2024.0,618.93,1.1552194917034238,1.9324324324324325,1.396484375,1
232,308.0,736.0,3.0,11.7,18.2,360,2022.0,638.8199999999998,0.48213894367740534,0.8555555555555555,0.41847826086956524,0
233,696.0,346.0,2.0,13.5,20.7,500,2021.0,558.9,1.2453032742887815,1.392,2.0115606936416186,0
234,696.0,224.0,1.4,14.3,22.0,300,2024.0,440.44,1.5802379438743075,2.32,3.107142857142857,1
235,650.0,352.0,2.3,13.5,20.7,340,2024.0,642.7349999999999,1.01130325873027,1.911764705882353,1.8465909090909092,1
236,761.0,512.0,2.5,13.5,20.5,480,2024.0,691.875,1.0999096657633243,1.5854166666666667,1.486328125,1
237,787.0,400.0,2.3,12.8,21.5,372,2023.0,632.9599999999999,1.2433645096056625,2.1155913978494625,1.9675,1
238,832.0,320.0,1.8,14.5,21.8,374,2023.0,568.98,1.4622658089915286,2.2245989304812834,2.6,1
239,1196.0,736.0,4.0,14.6,21.8,738,2023.0,1273.1200000000001,0.9394244061832348,1.6205962059620596,1.625,1
240,434.0,320.0,2.0,13.2,20.8,319,2021.0,549.12,0.7903554778554779,1.3605015673981191,1.35625,1
241,2093.0,336.0,2.3,27.4,21.8,960,2024.0,1373.8359999999998,1.5234715060604034,2.1802083333333333,6.229166666666667,1
242,354.0,64.0,0.6,13.7,21.0,126,2024.0,172.61999999999998,2.050747306221759,2.8095238095238093,5.53125,0
243,670.0,480.0,2.5,13.0,20.5,440,2024.0,666.25,1.0056285178236397,1.5227272727272727,1.3958333333333333,1
244,540.0,256.0,2.2,14.5,21.5,340,2023.0,685.85,0.787344171466064,1.588235294117647,2.109375,0
245,654.0,432.0,2.6,17.3,21.6,770,2023.0,971.5680000000001,0.6731386789190257,0.8493506493506493,1.5138888888888888,1
246,624.0,416.0,2.3,13.0,20.5,390,2023.0,612.9499999999999,1.0180275715800637,1.6,1.5,1
247,624.0,384.0,2.3,13.3,20.6,370,2023.0,630.154,0.9902341332436199,1.6864864864864866,1.625,1
248,1034.0,992.0,5.0,13.5,20.7,787,2023.0,1397.25,0.7400250492037932,1.3138500635324015,1.0423387096774193,1
249,932.0,320.0,1.7,14.0,20.5,389,2023.0,487.90000000000003,1.9102275056364009,2.3958868894601544,2.9125,0
250,1086.0,352.0,3.2,13.3,20.7,364,2023.0,880.992,1.2327013185136755,2.9835164835164836,3.085227272727273,1
251,1359.0,928.0,4.6,13.3,20.7,740,2023.0,1266.426,1.0730986255809658,1.8364864864864865,1.4644396551724137,1
252,1259.0,320.0,1.8,14.5,21.8,416,2023.0,568.98,2.2127315547119406,3.0264423076923075,3.934375,1
253,424.0,224.0,1.5,13.5,21.0,200,2022.0,425.25,0.9970605526161082,2.12,1.8928571428571428,1
254,1359.0,240.0,1.6,27.5,21.5,770,2022.0,946.0,1.4365750528541226,1.764935064935065,5.6625,1
255,641.0,224.0,1.8,13.0,18.5,170,2021.0,432.90000000000003,1.4807114807114805,3.7705882352941176,2.861607142857143,0
256,602.0,288.0,1.7,13.5,20.7,310,2021.0,475.06499999999994,1.2671950154189429,1.9419354838709677,2.0902777777777777,1
258,989.0,304.0,2.4,14.5,20.5,300,2024.0,713.4,1.3863190356041493,3.296666666666667,3.2532894736842106,0
259,852.0,256.0,1.6,13.0,20.5,290,2024.0,426.40000000000003,1.99812382739212,2.9379310344827587,3.328125,1
260,852.0,160.0,0.9,16.2,23.5,260,2024.0,342.63,2.486647403905087,3.276923076923077,5.325,0
261,260.0,288.0,2.0,11.5,18.0,203,2023.0,414.0,0.6280193236714976,1.2807881773399015,0.9027777777777778,0
262,715.0,240.0,1.5,13.0,20.5,260,2023.0,399.75,1.7886178861788617,2.75,2.9791666666666665,1
263,832.0,256.0,1.7,14.5,21.8,400,2023.0,537.37,1.5482814448145599,2.08,3.25,1
264,729.0,160.0,1.3,11.0,18.0,129,2022.0,257.40000000000003,2.8321678321678316,5.651162790697675,4.55625,0
265,1347.0,368.0,2.8,20.5,26.3,1100,2020.0,1509.62,0.8922775267948226,1.2245454545454546,3.660326086956522,1
266,590.0,272.0,2.5,14.5,21.5,350,2024.0,779.375,0.7570168404170008,1.6857142857142857,2.1691176470588234,1
267,787.0,416.0,2.2,13.4,20.7,379,2024.0,610.2360000000001,1.2896649820725095,2.0765171503957784,1.8918269230769231,1
268,1149.0,368.0,2.2,14.5,21.6,524,2024.0,689.0400000000001,1.6675374433995123,2.1927480916030535,3.1222826086956523,1
269,793.0,144.0,0.7,12.5,20.0,130,2024.0,175.0,4.531428571428571,6.1,5.506944444444445,0
270,344.0,832.0,3.5,11.5,18.0,408,2023.0,724.5,0.4748102139406487,0.8431372549019608,0.41346153846153844,0
271,670.0,416.0,2.2,13.0,20.5,389,2023.0,586.3000000000001,1.142759679345045,1.7223650385604112,1.6105769230769231,1
272,787.0,480.0,2.1,13.0,20.5,350,2023.0,559.65,1.406236040382382,2.2485714285714287,1.6395833333333334,1
273,1138.0,560.0,2.9,14.3,21.5,600,2023.0,891.605,1.2763499531743316,1.8966666666666667,2.032142857142857,1
274,189.0,304.0,2.4,14.5,22.0,569,2021.0,765.5999999999999,0.24686520376175553,0.3321616871704745,0.6217105263157895,1
275,757.0,320.0,2.1,13.4,20.6,412,2024.0,579.6840000000001,1.3058838953636807,1.837378640776699,2.365625,0
276,650.0,304.0,1.9,13.5,20.5,260,2023.0,525.8249999999999,1.2361527124043172,2.5,2.138157894736842,1
277,602.0,256.0,1.5,11.2,18.3,230,2023.0,307.43999999999994,1.9581056466302371,2.617391304347826,2.3515625,1
278,605.0,496.0,3.0,13.5,20.6,594,2023.0,834.3000000000001,0.7251588157737024,1.0185185185185186,1.219758064516129,1
279,741.0,512.0,2.8,13.5,20.7,457,2023.0,782.4599999999999,0.9470132658538457,1.6214442013129102,1.447265625,1
280,787.0,240.0,1.5,13.0,20.5,260,2023.0,399.75,1.9687304565353345,3.026923076923077,3.279166666666667,1
281,494.0,544.0,2.9,13.0,20.6,508,2023.0,776.62,0.6360897221292267,0.9724409448818898,0.9080882352941176,1
282,739.0,255.0,1.6,13.4,20.6,320,2023.0,441.66400000000004,1.6732176496159976,2.309375,2.8980392156862744,1
283,1034.0,336.0,2.0,14.5,21.5,390,2023.0,623.5,1.6583801122694466,2.651282051282051,3.0773809523809526,1
284,655.0,304.0,1.6,14.5,21.0,409,2021.0,487.20000000000005,1.3444170771756978,1.6014669926650367,2.1546052631578947,1
285,728.0,192.0,1.6,14.4,21.5,400,2024.0,495.36000000000007,1.4696382428940566,1.82,3.7916666666666665,1
286,1606.0,192.0,1.5,20.4,26.4,640,2024.0,807.8399999999999,1.9880174291939,2.509375,8.364583333333334,1
287,482.0,208.0,1.1,11.6,16.6,160,2023.0,211.816,2.275559919930506,3.0125,2.3173076923076925,0
288,607.0,160.0,1.3,13.3,20.7,270,2023.0,357.903,1.695990254342657,2.248148148148148,3.79375,1
289,650.0,416.0,2.9,14.0,21.0,640,2023.0,852.6,0.7623739150832747,1.015625,1.5625,0
290,988.0,464.0,4.3,14.3,21.8,580,2023.0,1340.4820000000002,0.7370483154566789,1.703448275862069,2.1293103448275863,1
291,604.0,288.0,1.7,14.3,21.5,370,2023.0,522.6650000000001,1.1556159298977355,1.6324324324324324,2.0972222222222223,1
292,761.0,352.0,2.8,13.3,20.6,340,2021.0,767.1440000000001,0.9919910733838756,2.238235294117647,2.1619318181818183,1
293,1395.0,352.0,2.7,20.3,26.3,1080,2020.0,1441.5030000000002,0.9677399214569792,1.2916666666666667,3.9630681818181817,1
294,579.0,256.0,2.2,13.0,20.6,280,2019.0,589.1600000000001,0.9827551089687011,2.067857142857143,2.26171875,1
295,249.0,346.0,0.7,11.0,15.0,70,2016.0,115.49999999999999,2.155844155844156,3.557142857142857,0.7196531791907514,0
296,1099.0,316.0,2.0,13.5,20.5,366,2024.0,553.5,1.985546522131888,3.0027322404371586,3.4778481012658227,1
297,696.0,352.0,2.5,13.3,20.6,310,2024.0,684.95,1.0161325644207606,2.2451612903225806,1.9772727272727273,1
298,3556.0,746.0,5.7,17.5,26.0,1500,2024.0,2593.5,1.3711201079622133,2.3706666666666667,4.766756032171582,3
299,559.0,384.0,2.0,13.0,20.5,380,2023.0,533.0,1.048780487804878,1.4710526315789474,1.4557291666666667,1
300,741.0,384.0,2.1,13.0,20.5,340,2023.0,559.65,1.32404181184669,2.179411764705882,1.9296875,1
301,989.0,176.0,1.4,13.0,18.5,140,2023.0,336.7,2.9373329373329375,7.064285714285714,5.619318181818182,0
302,852.0,384.0,2.3,14.3,21.6,460,2023.0,710.4240000000001,1.19928380797946,1.8521739130434782,2.21875,1
303,921.0,480.0,2.5,14.6,21.6,627,2023.0,788.4000000000001,1.1681887366818873,1.4688995215311005,1.91875,1
304,1606.0,656.0,4.8,15.0,21.5,650,2023.0,1548.0,1.0374677002583979,2.4707692307692306,2.448170731707317,1
305,1248.0,528.0,2.9,14.4,21.9,709,2022.0,914.5439999999999,1.364614496404766,1.7602256699576868,2.3636363636363638,1
306,209.0,224.0,1.3,14.5,22.0,330,2021.0,414.70000000000005,0.5039787798408487,0.6333333333333333,0.9330357142857143,1
307,988.0,464.0,3.6,14.3,21.0,509,2021.0,1081.0800000000002,0.9139009139009138,1.9410609037328095,2.1293103448275863,1
308,740.0,192.0,0.8,12.9,20.0,176,2023.0,206.4,3.585271317829457,4.204545454545454,3.8541666666666665,0
309,770.0,398.0,2.2,13.5,20.8,430,2023.0,617.7600000000001,1.2464387464387463,1.7906976744186047,1.934673366834171,1
310,1339.0,448.0,2.2,15.5,21.5,530,2023.0,733.15,1.8263656823296734,2.526415094339623,2.9888392857142856,0
311,1428.0,2023.0,2.4,17.2,24.2,766,2023.0,998.9759999999998,1.4294637709014033,1.8642297650130548,0.7058823529411765,1
312,610.0,208.0,1.5,13.1,20.6,310,2022.0,404.79,1.50695422317745,1.967741935483871,2.9326923076923075,1
313,650.0,416.0,2.4,13.0,20.6,389,2022.0,642.72,1.0113268608414239,1.6709511568123394,1.5625,1
314,399.0,320.0,2.0,13.3,20.6,322,2022.0,547.96,0.7281553398058251,1.2391304347826086,1.246875,1
315,670.0,384.0,2.9,14.0,21.0,360,2022.0,852.6,0.7858315740089139,1.8611111111111112,1.7447916666666667,0
316,583.0,288.0,1.5,13.5,20.5,330,2021.0,415.125,1.4043962661848841,1.7666666666666666,2.0243055555555554,1
317,1138.0,400.0,2.4,14.0,21.9,490,2020.0,735.84,1.5465318547510327,2.3224489795918366,2.845,1
318,634.0,240.0,1.5,13.5,20.7,300,2024.0,419.175,1.5124947814158765,2.1133333333333333,2.6416666666666666,1
319,670.0,288.0,1.7,13.0,20.5,290,2023.0,453.04999999999995,1.4788654673877057,2.310344827586207,2.326388888888889,1
320,1034.0,509.0,3.0,13.3,20.6,474,2023.0,821.9400000000002,1.2579993673504146,2.181434599156118,2.031434184675835,1
321,1133.0,346.0,6.2,12.0,18.0,840,2023.0,1339.2,0.8460274790919952,1.348809523809524,3.2745664739884393,0
322,1290.0,528.0,2.8,15.0,21.7,620,2023.0,911.4,1.4154048716260699,2.0806451612903225,2.4431818181818183,1
323,667.0,272.0,2.0,13.5,20.8,320,2022.0,561.6,1.1876780626780625,2.084375,2.452205882352941,1
324,1459.0,232.0,1.5,17.0,24.6,500,2022.0,627.3000000000001,2.325840905467878,2.918,6.288793103448276,1
325,289.0,288.0,1.6,15.0,21.6,389,2021.0,518.4000000000001,0.5574845679012345,0.7429305912596401,1.0034722222222223,1
326,446.0,448.0,3.6,13.0,20.5,439,2021.0,959.4000000000001,0.4648738795080258,1.0159453302961277,0.9955357142857143,1
327,968.0,320.0,2.8,13.5,20.7,360,2021.0,782.4599999999999,1.2371239424379523,2.688888888888889,3.025,1
328,787.0,512.0,2.8,13.0,20.7,449,2020.0,753.4799999999999,1.0444869140521316,1.752783964365256,1.537109375,1
329,409.0,400.0,2.5,13.0,20.6,460,2019.0,669.5,0.6109036594473488,0.8891304347826087,1.0225,1
330,700.0,422.0,2.5,16.0,21.5,759,2013.0,860.0,0.813953488372093,0.922266139657444,1.6587677725118484,0
331,809.0,304.0,2.5,11.5,16.5,182,2024.0,474.375,1.7054018445322794,4.445054945054945,2.661184210526316,0
332,347.0,335.0,1.6,11.5,16.5,220,2024.0,303.6,1.1429512516469038,1.5772727272727274,1.035820895522388,0
333,1409.0,304.0,2.2,14.5,21.5,450,2024.0,685.85,2.0543850696216372,3.131111111111111,4.634868421052632,0
334,715.0,512.0,3.3,13.0,20.5,380,2023.0,879.4499999999999,0.8130081300813009,1.881578947368421,1.396484375,1
335,697.0,296.0,1.9,14.0,21.0,310,2023.0,558.5999999999999,1.247762262799857,2.2483870967741937,2.35472972972973,0
336,919.0,256.0,2.0,13.5,20.7,250,2023.0,558.9,1.644301306137055,3.676,3.58984375,1
337,1249.0,608.0,3.5,15.0,21.5,858,2023.0,1128.75,1.1065337763012182,1.4557109557109558,2.054276315789474,1
338,1196.0,400.0,2.4,14.2,21.5,450,2023.0,732.7199999999999,1.6322742657495362,2.6577777777777776,2.99,1
339,1189.0,346.0,4.8,14.0,20.8,910,2023.0,1397.7600000000002,0.850646749084249,1.3065934065934066,3.4364161849710984,0
340,919.0,480.0,2.5,13.5,20.7,490,2022.0,698.625,1.3154410449096439,1.8755102040816327,1.9145833333333333,1
341,809.0,352.0,1.7,13.5,20.6,400,2021.0,472.77000000000004,1.7111914884616197,2.0225,2.2982954545454546,1
342,488.0,256.0,1.6,13.0,20.5,270,2020.0,426.40000000000003,1.144465290806754,1.8074074074074074,1.90625,1
343,970.0,416.0,2.1,14.3,21.5,510,2024.0,645.645,1.5023735953968513,1.9019607843137254,2.331730769230769,1
344,670.0,192.0,2.0,14.3,20.7,447,2024.0,592.02,1.1317185230228708,1.4988814317673378,3.4895833333333335,1
345,790.0,312.0,2.4,14.2,21.0,296,2024.0,715.68,1.1038452939861392,2.668918918918919,2.532051282051282,0
346,1309.0,272.0,2.2,13.5,20.6,260,2024.0,611.82,2.1395181589356347,5.0346153846153845,4.8125,1
347,1248.0,800.0,3.9,14.1,21.6,860,2024.0,1187.7839999999999,1.050696086157079,1.4511627906976745,1.56,1
348,659.0,672.0,2.5,12.0,18.0,340,2023.0,540.0,1.2203703703703703,1.938235294117647,0.9806547619047619,0
349,670.0,320.0,2.0,13.0,20.6,310,2023.0,535.6,1.2509335324869304,2.161290322580645,2.09375,1
350,590.0,350.0,2.2,14.5,21.3,520,2023.0,679.47,0.8683238406404992,1.1346153846153846,1.6857142857142857,1
351,614.0,192.0,1.8,15.3,21.7,310,2023.0,597.618,1.027412159606973,1.9806451612903226,3.1979166666666665,1
352,832.0,672.0,2.8,13.5,21.0,470,2023.0,793.8,1.0481229528848577,1.7702127659574467,1.2380952380952381,1
353,1199.0,416.0,1.9,13.3,20.5,440,2023.0,518.035,2.314515428494214,2.725,2.8822115384615383,1
354,928.0,346.0,4.8,13.5,20.5,770,2023.0,1328.3999999999999,0.6985847636254141,1.2051948051948052,2.6820809248554913,0
355,1517.0,666.0,3.0,15.3,21.5,776,2023.0,986.8500000000001,1.5372143689517148,1.9548969072164948,2.2777777777777777,1
356,650.0,320.0,2.2,13.2,20.6,352,2022.0,598.224,1.0865495199122737,1.8465909090909092,2.03125,1
357,1039.0,208.0,1.4,13.5,20.7,260,2022.0,391.22999999999996,2.6557268103161826,3.996153846153846,4.9951923076923075,1
358,759.0,368.0,2.0,13.3,20.5,400,2022.0,545.3000000000001,1.39189437007152,1.8975,2.0625,1
359,869.0,416.0,2.8,15.3,21.6,550,2022.0,925.3439999999999,0.9391102119860291,1.58,2.0889423076923075,1
360,715.0,208.0,1.4,14.5,21.7,310,2021.0,440.50999999999993,1.6231186579192303,2.306451612903226,3.4375,1
361,696.0,416.0,3.3,13.0,20.5,409,2020.0,879.4499999999999,0.7914037182329866,1.7017114914425429,1.6730769230769231,1
362,806.0,512.0,2.6,13.0,20.6,460,2020.0,696.2800000000001,1.1575802837938758,1.7521739130434784,1.57421875,1
363,1409.0,512.0,2.5,15.0,21.7,610,2020.0,813.75,1.7314900153609831,2.3098360655737706,2.751953125,1
364,593.0,496.0,2.5,13.3,20.6,490,2019.0,684.95,0.8657566245711366,1.2102040816326531,1.1955645161290323,1
365,552.0,288.0,1.8,13.3,20.7,319,2018.0,495.558,1.113895850737956,1.7304075235109717,1.9166666666666667,1
366,299.0,304.0,1.7,11.5,18.0,209,2011.0,351.90000000000003,0.849673202614379,1.430622009569378,0.9835526315789473,0
367,806.0,368.0,2.2,14.1,21.6,230,2024.0,670.0320000000002,1.2029276213673374,3.5043478260869567,2.1902173913043477,1
368,889.0,240.0,1.6,13.4,20.5,230,2024.0,439.52000000000004,2.0226610848198034,3.865217391304348,3.7041666666666666,1
369,889.0,272.0,2.2,13.5,20.7,260,2024.0,614.7900000000001,1.4460222189690788,3.419230769230769,3.2683823529411766,1
370,605.0,400.0,2.0,14.3,21.6,480,2024.0,617.7600000000001,0.9793447293447292,1.2604166666666667,1.5125,1
371,1001.0,272.0,1.5,14.5,21.6,360,2024.0,469.8,2.1306939123031077,2.7805555555555554,3.6801470588235294,1
372,673.0,224.0,1.8,15.3,21.7,350,2023.0,597.618,1.1261374322727895,1.9228571428571428,3.0044642857142856,1
373,1074.0,448.0,2.4,13.6,20.6,468,2023.0,672.384,1.5973015419760137,2.2948717948717947,2.3973214285714284,0
374,1190.0,644.0,3.0,14.5,21.5,759,2023.0,935.25,1.2723870622828122,1.5678524374176548,1.8478260869565217,1
375,438.0,240.0,1.7,14.0,21.0,270,2022.0,499.8,0.8763505402160864,1.6222222222222222,1.825,0
376,614.0,390.0,2.4,12.0,18.0,284,2022.0,518.4,1.1844135802469136,2.1619718309859155,1.5743589743589743,0
377,729.0,352.0,2.0,13.0,20.7,379,2021.0,538.1999999999999,1.3545150501672243,1.9234828496042216,2.071022727272727,1
378,640.0,412.0,2.0,14.4,21.5,500,2021.0,619.2,1.0335917312661498,1.28,1.5533980582524272,1
379,329.0,112.0,0.8,12.5,17.4,150,2019.0,174.0,1.8908045977011494,2.1933333333333334,2.9375,0
380,679.0,336.0,1.9,13.1,20.8,379,2019.0,517.712,1.311540006799147,1.79155672823219,2.0208333333333335,1
381,741.0,352.0,1.6,13.0,20.5,389,2017.0,426.40000000000003,1.7378048780487803,1.904884318766067,2.1051136363636362,1
382,1459.0,160.0,1.5,17.5,22.2,579,2017.0,582.75,2.5036465036465034,2.5198618307426597,9.11875,1
383,729.0,112.0,1.0,11.0,16.5,70,2024.0,181.5,4.016528925619835,10.414285714285715,6.508928571428571,0
384,683.0,304.0,1.7,14.7,21.8,388,2024.0,544.782,1.2537124941719806,1.7603092783505154,2.2467105263157894,1
385,439.0,384.0,2.7,13.5,20.7,298,2023.0,754.515,0.581830712444418,1.4731543624161074,1.1432291666666667,1
386,460.0,304.0,2.3,13.4,20.7,252,2023.0,637.9739999999999,0.7210325185665875,1.8253968253968254,1.513157894736842,1
387,642.0,256.0,1.8,13.4,20.7,320,2023.0,499.284,1.2858413247770808,2.00625,2.5078125,1
388,1100.0,544.0,2.8,17.0,24.0,870,2023.0,1142.3999999999999,0.9628851540616248,1.264367816091954,2.0220588235294117,1
389,1138.0,368.0,2.0,14.5,22.0,410,2023.0,638.0,1.7836990595611286,2.7756097560975608,3.092391304347826,1
390,1442.0,346.0,8.3,17.0,24.0,1290,2023.0,3386.4000000000005,0.42582093078195127,1.117829457364341,4.167630057803469,0
391,1452.0,270.0,1.8,13.5,20.7,370,2023.0,503.01,2.8866225323552217,3.924324324324324,5.377777777777778,1
392,806.0,480.0,2.6,12.5,20.0,419,2022.0,650.0,1.24,1.9236276849642004,1.6791666666666667,1
393,1359.0,512.0,2.6,13.5,20.6,540,2022.0,723.0600000000001,1.8795120736868307,2.5166666666666666,2.654296875,1
394,1138.0,480.0,3.9,14.3,21.9,530,2022.0,1221.363,0.9317459264772225,2.147169811320755,2.370833333333333,1
395,1519.0,360.0,2.0,12.3,17.2,318,2022.0,423.12,3.5899981092834183,4.776729559748428,4.219444444444444,1
396,1359.0,448.0,2.9,16.6,24.2,810,2022.0,1164.988,1.1665356209677695,1.6777777777777778,3.033482142857143,1
397,3249.0,600.0,3.0,15.3,21.7,710,2022.0,996.0300000000001,3.261949941266829,4.576056338028169,5.415,1
398,552.0,352.0,2.8,13.2,20.6,300,2021.0,761.376,0.7250031521876182,1.84,1.5681818181818181,1
399,806.0,352.0,3.0,14.2,22.0,400,2021.0,937.1999999999998,0.8600085360648743,2.015,2.289772727272727,1
400,314.0,240.0,1.8,13.0,20.6,219,2020.0,482.0400000000001,0.651398224213758,1.4337899543378996,1.3083333333333333,1
401,749.0,444.0,3.6,16.5,24.0,829,2020.0,1425.6,0.5253928170594837,0.9034981905910736,1.686936936936937,0
402,1409.0,480.0,2.5,14.5,20.3,540,2020.0,735.875,1.9147273653813488,2.609259259259259,2.935416666666667,1
403,559.0,320.0,1.8,14.3,21.8,370,2019.0,561.1320000000001,0.9962005374849411,1.5108108108108107,1.746875,1
404,571.0,279.0,1.7,13.2,20.6,800,2019.0,462.264,1.235224893134659,0.71375,2.046594982078853,1
405,87.0,448.0,2.6,13.5,20.6,439,2018.0,723.0600000000001,0.12032196498215915,0.19817767653758542,0.19419642857142858,1
406,1086.0,496.0,2.8,14.9,22.0,620,2018.0,917.8399999999999,1.1832127603939686,1.7516129032258065,2.189516129032258,1
407,648.0,448.0,2.3,13.0,20.5,460,2017.0,612.9499999999999,1.057182478179297,1.4086956521739131,1.4464285714285714,1
408,1039.0,304.0,1.8,13.5,20.6,356,2024.0,500.58000000000004,2.075592312917016,2.918539325842697,3.4177631578947367,1
409,1099.0,336.0,2.0,13.5,20.5,384,2024.0,553.5,1.985546522131888,2.8619791666666665,3.2708333333333335,1
410,1115.0,346.0,4.5,14.0,21.0,480,2024.0,1323.0,0.8427815570672713,2.3229166666666665,3.222543352601156,0
411,1779.0,144.0,1.2,17.7,24.8,482,2024.0,526.752,3.3773008930198656,3.690871369294606,12.354166666666666,1
412,1099.0,200.0,1.7,12.9,18.5,160,2024.0,405.705,2.708864815567962,6.86875,5.495,0
413,1219.0,352.0,1.8,15.5,21.5,460,2024.0,599.85,2.0321747103442527,2.65,3.4630681818181817,0
414,364.0,384.0,2.6,13.1,20.5,290,2023.0,698.23,0.5213181902811395,1.2551724137931035,0.9479166666666666,1
415,659.0,400.0,1.5,12.0,18.0,206,2023.0,324.0,2.0339506172839505,3.1990291262135924,1.6475,0
416,624.0,384.0,3.5,13.0,20.7,374,2023.0,941.85,0.6625258799171843,1.6684491978609626,1.625,1
417,553.0,200.0,1.8,15.3,21.7,260,2023.0,597.618,0.9253402675287558,2.126923076923077,2.765,1
418,690.0,400.0,1.8,14.8,22.0,440,2023.0,586.08,1.1773136773136772,1.5681818181818181,1.725,0
419,1149.0,384.0,2.0,13.4,20.7,418,2023.0,554.76,2.0711659095825223,2.748803827751196,2.9921875,1
420,1044.0,432.0,2.4,13.7,20.5,456,2023.0,674.04,1.548869503293573,2.289473684210526,2.4166666666666665,0
421,1031.0,415.0,2.0,13.5,20.5,440,2023.0,553.5,1.862691960252936,2.3431818181818183,2.4843373493975904,1
422,1794.0,346.0,4.9,17.2,24.2,1396,2023.0,2039.576,0.8795945824034015,1.2851002865329513,5.184971098265896,0
423,3249.0,598.0,3.5,17.0,24.2,1040,2023.0,1439.8999999999999,2.256406694909369,3.1240384615384613,5.433110367892977,1
424,533.0,256.0,2.2,13.3,20.7,259,2022.0,605.6820000000001,0.8799997358349759,2.057915057915058,2.08203125,1
425,889.0,240.0,1.8,13.0,20.5,300,2022.0,479.70000000000005,1.8532416093391701,2.9633333333333334,3.7041666666666666,1
426,690.0,394.0,2.5,14.5,21.6,569,2022.0,783.0,0.8812260536398467,1.2126537785588751,1.751269035532995,1
427,599.0,186.0,1.4,13.0,20.8,250,2021.0,378.56,1.5823119188503805,2.396,3.2204301075268815,1
428,584.0,480.0,2.3,13.5,20.5,500,2021.0,636.525,0.9174816385845018,1.168,1.2166666666666666,1
429,577.0,224.0,1.7,13.5,20.5,300,2021.0,470.47499999999997,1.2264201073383283,1.9233333333333333,2.575892857142857,1
430,1039.0,336.0,1.8,14.5,21.7,430,2021.0,566.37,1.8344898211416565,2.416279069767442,3.0922619047619047,1
431,722.0,320.0,2.0,12.0,16.5,219,2021.0,396.0,1.8232323232323233,3.2968036529680367,2.25625,0
432,1086.0,544.0,2.8,13.3,20.7,469,2021.0,770.868,1.408801506872772,2.3155650319829424,1.9963235294117647,1
433,408.0,336.0,2.0,13.5,17.1,330,2019.0,461.70000000000005,0.8836907082521117,1.2363636363636363,1.2142857142857142,1
434,389.0,223.0,1.3,13.3,20.7,270,2018.0,357.903,1.0868866704106979,1.4407407407407407,1.7443946188340806,1
435,299.0,303.0,1.5,13.0,20.8,326,2004.0,405.6,0.7371794871794871,0.9171779141104295,0.9867986798679867,1
436,568.0,288.0,1.8,14.5,21.7,450,2024.0,566.37,1.002877977293995,1.2622222222222221,1.9722222222222223,1
437,1359.0,288.0,1.5,13.5,20.6,330,2024.0,417.15000000000003,3.25782092772384,4.118181818181818,4.71875,1
438,799.0,272.0,2.0,13.5,20.5,260,2024.0,553.5,1.4435411020776874,3.0730769230769233,2.9375,0
439,1001.0,250.0,1.3,15.3,21.8,364,2024.0,433.60200000000003,2.3085686874138034,2.75,4.004,1
440,1988.0,720.0,4.0,17.0,24.0,1190,2024.0,1632.0,1.2181372549019607,1.6705882352941177,2.761111111111111,0
441,390.0,80.0,0.5,14.7,21.0,96,2023.0,154.35,2.5267249757045676,4.0625,4.875,0
442,624.0,336.0,2.3,14.3,21.9,420,2023.0,720.2909999999999,0.8663165304022958,1.4857142857142858,1.8571428571428572,1
443,715.0,288.0,2.0,13.3,20.7,328,2023.0,550.62,1.2985361955613672,2.1798780487804876,2.482638888888889,1
444,889.0,240.0,1.5,13.0,18.5,220,2023.0,360.75,2.4643104643104645,4.040909090909091,3.7041666666666666,0
445,761.0,448.0,2.3,13.0,20.6,436,2023.0,615.94,1.235509952268078,1.7454128440366972,1.6986607142857142,1
446,649.0,260.0,2.0,13.5,20.7,370,2023.0,558.9,1.1612095186974414,1.7540540540540541,2.496153846153846,1
447,989.0,240.0,1.6,15.3,21.5,280,2023.0,526.32,1.8790849673202612,3.532142857142857,4.120833333333334,1
448,1019.0,472.0,2.0,12.5,19.5,388,2023.0,487.5,2.0902564102564103,2.6262886597938144,2.1588983050847457,0
449,878.0,384.0,2.4,13.3,20.6,374,2023.0,657.5520000000001,1.3352556147650678,2.3475935828877006,2.2864583333333335,1
450,1018.0,352.0,2.0,14.5,21.7,450,2023.0,629.3,1.6176704274590816,2.2622222222222224,2.8920454545454546,1
451,2199.0,574.0,2.9,13.5,20.7,580,2023.0,810.405,2.713458085771929,3.7913793103448277,3.8310104529616726,1
452,596.0,246.0,1.0,14.8,21.0,260,2022.0,310.8,1.9176319176319176,2.292307692307692,2.4227642276422765,0
